number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
29,Ireland,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
30,Isle of Man,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
31,Israel,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
32,Italy,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
33,Jersey,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
34,Jordan,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
35,Korea,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
36,Kosovo*,Yes other,NA,,NA,NA,MLT,2021,PPT,jur_response,no
37,Kuwait*,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,no
38,Latvia,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
39,Lebanon*,No,NA,No,NA,NA,MLT,2021,,jur_response,no
40,Libya*,No,NA,No,NA,NA,MLT,2021,,jur_response,no
41,Liechtenstein,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
42,Lithuania,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
43,Luxembourg,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
44,Malaysia,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
45,Mauritius,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
46,Mexico,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
47,Moldova*,No,NA,No,NA,NA,MLT,2021,,jur_response,no
48,Monaco,No,NA,No,NA,NA,MLT,2021,,jur_response,yes
49,Montenegro,No,NA,No,NA,NA,MLT,2021,,jur_response,yes
50,Morocco,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
51,Netherlands,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
52,Norway,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
53,Pakistan,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
54,Poland,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
55,Portugal,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
56,Qatar,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
57,Romania,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
58,Russian Federation,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
59,San Marino,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
60,Saudi Arabia,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
61,Serbia,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
62,Singapore,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
63,Slovak Republic,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
64,Slovenia,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
65,South Africa,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
66,Spain,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
67,Sweden,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
68,Switzerland,No,NA,Yes other,NA,NA,MLT,2021,PPT,jur_response,yes
69,Syria*,No,NA,No,NA,NA,MLT,2021,,jur_response,no
70,Tunisia,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
71,Turkey,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
72,Ukraine,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
73,United Arab Emirates,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
74,United Kingdom,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
75,United States,No,NA,No,NA,NA,MLT,2021,PPT,jur_response,yes
76,Uruguay,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
77,Viet Nam,No,NA,No,NA,NA,MLT,2021,PPT,jur_response,yes
1,Bangladesh*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
2,Barbados,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
3,Belgium,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
4,Botswana,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
5,Cabo Verde,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
6,China (People's Republic of),No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
7,Congo,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
8,Croatia,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
9,Cyprus*,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,no
10,Egypt,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
11,France,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
12,Germany,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
13,Ghana*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
14,Guernsey,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
15,India,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
16,Italy,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
17,Jersey,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
18,Kuwait*,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,no
19,Lesotho*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
20,Luxembourg,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
21,Madagascar*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
22,Malaysia,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
23,Malta,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
24,Monaco,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
25,Mozambique*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
26,Namibia,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
27,Nepal*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
28,Oman,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
29,Pakistan,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
30,Qatar,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
31,Rwanda*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
32,Seychelles,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
33,Singapore,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
34,South Africa,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
35,Sri Lanka,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
36,Eswatini,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
37,Sweden,No,NA,Yes MLI,NA,NA,MUS,2021,PPT,jur_response,yes
38,Thailand,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
39,Tunisia,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
40,Uganda*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
41,United Arab Emirates,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
42,United Kingdom,Yes MLI,NA,,NA,NA,MUS,2021,PPT,jur_response,yes
43,Zambia,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,yes
44,Zimbabwe*,No,NA,No,NA,NA,MUS,2021,PPT,jur_response,no
1,Argentina,Yes other,NA,,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
2,Australia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
3,Austria,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
4,Bahrain,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
5,Barbados,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
6,Belgium,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
7,Brazil,No,NA,No,NA,NA,MEX,2021,,jur_response,yes
8,Canada,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
9,Chile,No,NA,Yes MLI,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
10 ,China (People's Republic of),No ,NA,Yes MLI ,NA,NA,MEX,2021,PPT ,jur_response,yes
11,Colombia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
12,Costa Rica,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
13,Czech Republic,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
14,Denmark,No,NA,Yes MLI,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
15,Ecuador*,No,NA,No,NA,NA,MEX,2021,PPT,jur_response,no
16,Estonia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
17,Finland,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
18,France,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
19,Germany,No,NA,No,NA,NA,MEX,2021,PPT,jur_response,yes
20,Greece,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
21,Hong Kong (China),No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
22,Hungary,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
23,Iceland,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
24,India,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
25,Indonesia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
26,Ireland,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
27,Israel,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
28,Italy,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
29,Jamaica,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
30,Japan,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
31,Korea,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
32,Kuwait*,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,no
33,Latvia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
34,Lithuania,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
35,Luxembourg,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
36,Malta,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
37,Netherlands,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
38,New Zealand,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
39,Norway,No,NA,Yes MLI,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
40,Panama,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
41,Peru,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
42,Philippines*,Yes other,NA,,NA,NA,MEX,2021,PPT,jur_response,no
43,Poland,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
44,Portugal,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
45,Qatar,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
46,Romania,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
47,Russian Federation,No,NA,Yes MLI,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
48,Saudi Arabia,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
49,Singapore,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
50,Slovak Republic,No,NA,Yes MLI,NA,NA,MEX,2021,PPT+LOB,jur_response,yes
51,South Africa,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
52,Spain,Yes other,NA,,NA,NA,MEX,2021,PPT,jur_response,yes
53,Sweden,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
54,Switzerland,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
55,Turkey,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
56,Ukraine,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
57,United Arab Emirates,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
58,United Kingdom,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
59,United States,No,NA,No,NA,NA,MEX,2021,,jur_response,yes
60,Uruguay,No,NA,Yes MLI,NA,NA,MEX,2021,PPT,jur_response,yes
1,France,Yes MLI,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
2,Guernsey,Yes MLI,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
3,Liechtenstein,Yes other,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
4,Luxembourg,Yes MLI,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
5,Mali*,No,NA,No,NA,NA,MCO,2021,,jur_response,no
6,Malta,No,NA,No,NA,NA,MCO,2021,,jur_response,yes
7,Mauritius,Yes MLI,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
8,Qatar,Yes MLI,NA,,NA,NA,MCO,2021,PPT,jur_response,yes
9,Saint Kitts and Nevis,No,NA,No,NA,NA,MCO,2021,,jur_response,yes
10,Seychelles,No,NA,Yes MLI,NA,NA,MCO,2021,PPT,jur_response,yes
1,Austria,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
2,Belarus,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
3,Belgium,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
4,Bulgaria,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
5,Canada,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
6,China (People's Republic of),No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
7,Czech Republic,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
8,Democratic People’s Republic of Korea*,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,no
9,France,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
10,Germany,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
11,Hungary,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
12,India,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
13,Indonesia,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
14,Kazakhstan,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
15,Korea,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
16,Kyrgyzstan*,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,no
17,Malaysia,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
18,Poland,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
19,Russian Federation,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
20,Singapore,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
21,Switzerland,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
22,Turkey,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
23,Ukraine,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
24,United Kingdom,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
25,Viet Nam,No,NA,No,NA,NA,MNG,2021,N/A,other_agreement,yes
1,Czech Republic,No,NA,No,NA,NA,MNE,2021,,jur_response,yes
2,Poland,No,NA,No,NA,NA,MNE,2021,,jur_response,yes
3,Slovak Republic,No,NA,No,NA,NA,MNE,2021,,jur_response,yes
4,Slovenia,No,NA,No,NA,NA,MNE,2021,,jur_response,yes
1,Albania,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
2,Austria,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
3,Azerbaijan*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
4,Belarus,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
5,Belgium,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
6,Bosnia-Herzegovina,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
7,Bulgaria,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
8,China,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
9,Croatia,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
10,Cyprus*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
11,Denmark,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
12,Democratic People’s Republic of Korea*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
13,Egypt,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
14,Finland,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
15,France,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
16,Germany,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
17,Hungary,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
18,India,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
19,Iran*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
20,Ireland,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
21,Italy,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
22,Kuwait*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
23,Latvia,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
24,Malaysia,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
25,Malta,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
26,Moldova*,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,no
27,Netherlands,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
28,North Macedonia,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
29,Norway,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
30,Portugal,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
31,Romania,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
32,Russian Federation,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
33,Serbia,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
34,Sri Lanka,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
35,Sweden,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
36,Switzerland,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
37,Turkey,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
38,Ukraine,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
39,United Emirates,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
40,United Kingdom,No,NA,No,NA,NA,MNE,2021,N/A,other_agreement,yes
1,United Kingdom,No,NA,No,NA,NA,MSR,2021,PPT,jur_response,yes
1,Switzerland,No,NA,No,NA,NA,MSR,2021,N/A,other_agreement,yes
1,Algeria*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
2,Austria,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
3,Bahrain,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
4,Belgium,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
5,Bulgaria,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
6,Cameroon,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
7,Canada,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
8 ,Chine (People’s Republic of),No ,NA,Yes MLI ,NA,NA,MAR,2021,PPT ,jur_response,yes
9,Côte d’Ivoire,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
10,Croatia,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
11,Czech Republic,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
12,Denmark,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
13,Egypt,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
14,Ethiopia*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
15,Finland,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
16,France,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
17,Gabon,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
18,Germany,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
19,Greece,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
20,Guinea*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
21,Hungary,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
22,India,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
23,Indonesia,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
24,Ireland,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
25,Italy,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
26,Jordan,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
27,Korea,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
28,Kuwait*,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,no
29,Latvia,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
30,Lebanon*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
31,Libya*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
32,Luxembourg,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
33,Malaysia,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
34,Mali*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
35,Malta,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
36,Mauritania*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
37,Netherlands,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
38,North Macedonia,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
39,Norway,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
40,Oman,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
41,Pakistan,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
42,Poland,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
43,Portugal,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
44,Qatar,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
45,Romania,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
46,Russian Federation,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
47,Rwanda*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
48,Senegal,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
49,Singapore,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
50,Spain,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
51,Switzerland,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
52,Syria*,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,no
53,Tunisia,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
54,Turkey,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
55,Ukraine,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
56,United Arab Emirates,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
57,United Kingdom,No,NA,Yes MLI,NA,NA,MAR,2021,PPT,jur_response,yes
58,United States,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
59,Viet Nam,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
60,Zambia,No,NA,No,NA,NA,MAR,2021,PPT,jur_response,yes
1,Botswana,No,NA,No,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
2,France,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
3,Germany,No,NA,No,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
4,India,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
5,Malaysia,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
6,Mauritius,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
7,Romania,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
8,Russian Federation,No,NA,No,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
9,South Africa,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
10,Sweden,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
11,United Kingdom,No,NA,Yes MLI,NA,NA,NAM,2021,PPT + LOB,jur_response,yes
1,Albania,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
2,Algeria*,Yes other,NA,,NA,NA,NLD,2021,PPT,jur_response,no
3,Argentina,No,NA,Yes MLI,NA,NA,NLD,2021,PPT,jur_response,yes
4,Armenia,No,NA,Yes MLI,NA,NA,NLD,2021,PPT,jur_response,yes
5,Aruba,No,NA,No,NA,NA,NLD,2021,,jur_response,yes
6,Australia,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
7,Austria,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
8,Azerbaijan*,No,NA,No,NA,NA,NLD,2021,PPT,jur_response,no
9,Bahrain,No,NA,Yes MLI,NA,NA,NLD,2021,PPT,jur_response,yes
10,Bangladesh*,No,NA,No,NA,NA,NLD,2021,PPT,jur_response,no
11,Barbados,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
12,Belarus,No,NA,No,NA,NA,NLD,2021,PPT,jur_response,yes
13,Belgium,No,NA,No,NA,NA,NLD,2021,,jur_response,yes
14,Bosnia-Herzegovina,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
15,Brazil,No,NA,No,NA,NA,NLD,2021,,jur_response,yes
16,Bulgaria,No,NA,Yes other,NA,NA,NLD,2021,PPT,jur_response,yes
17,Canada,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
18,China (People's Republic of),No,NA,Yes MLI,NA,NA,NLD,2021,PPT,jur_response,yes
19,Croatia,No,NA,Yes M:LI,NA,NA,NLD,2021,PPT,jur_response,yes
20,Curaçao,No,NA,No,NA,NA,NLD,2021,,jur_response,yes
21,Czech Republic,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
22,Denmark,Yes other,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
23,Egypt,Yes MLI,NA,,NA,NA,NLD,2021,PPT,jur_response,yes
