TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i,paircode,Termination,superseded,ended
9498,NA,Qatar,Kyrgyz Republic,Original,2014,2016,In Force,QAT,Lower middle income,Europe & Central Asia,KGZ,High income,Middle East & North Africa,0.34,0.06,0.84,0.13,0.47,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,0,NA,0,0,0,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA,QAT - KGZ,NA,NA,NA
9500,NA,Poland,Bosnia and Herzegovina,Original,2014,2016,Superseded,POL,Upper middle income,Europe & Central Asia,BIH,High income,Europe & Central Asia,0.27,0.38,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,NO,NO,YES,NO,NO,PARTIAL,POL - BIH,NA,2020,2020
9502,NA,Ireland,Botswana,Original,2014,2016,In Force,IRL,Upper middle income,Sub-Saharan Africa,BWA,High income,Europe & Central Asia,0.31,0.33,0.22,0.38,0.35,6,NO,6,YES,YES,NO,NO,NO,NO,YES,NO,5,NA,5,7.5,7.5,7.5,7.5,5,7.5,YES,NO,YES,NO,NO,NO,YES,NA,IRL - BWA,NA,NA,NA
9505,NA,United Kingdom,Tajikistan,Original,2014,2015,In Force,GBR,Low income,Europe & Central Asia,TJK,High income,Europe & Central Asia,0.14,0.24,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,0,7,7,7,0,YES,NO,NO,NO,NO,YES,NO,NA,GBR - TJK,NA,NA,NA
9508,NA,"Korea, Rep.",Kenya,Original,2014,2018,In Force,KOR,Lower middle income,Sub-Saharan Africa,KEN,High income,East Asia & Pacific,0.28,0.39,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,8,25,10,12,12,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PARTIAL,KOR - KEN,NA,NA,NA
9510,NA,Singapore,Seychelles,Original,2014,2016,In Force,SGP,High income,Sub-Saharan Africa,SYC,High income,East Asia & Pacific,0.27,0.25,0.31,0.25,0.24,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,12,12,8,8,8,0,NO,NO,YES,NO,YES,NO,NO,NA,SGP - SYC,NA,NA,NA
9519,NA,Iceland,Albania,Original,2014,2017,Superseded,ISL,Upper middle income,Europe & Central Asia,ALB,High income,Europe & Central Asia,0.35,0.34,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,ISL - ALB,NA,2020,2020
9521,NA,South Africa,"Hong Kong SAR, China",Original,2014,2016,In Force,ZAF,High income,East Asia & Pacific,HKG,Upper middle income,Sub-Saharan Africa,0.42,0.28,0.72,0.25,0.47,6,YES,6,NO,NO,YES,NO,NO,NO,NO,NO,5,10,10,10,10,5,5,5,0,YES,NO,NO,NO,YES,NO,NO,NA,ZAF - HKG,NA,NA,NA
9523,NA,Russian Federation,China,Original,2014,2017,Superseded,RUS,Upper middle income,East Asia & Pacific,CHN,Upper middle income,Europe & Central Asia,0.25,0.23,0.28,0.25,0.24,18,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,6,6,6,0,YES,NO,YES,NO,NO,NO,NO,LOB,RUS - CHN,NA,NA,NA
9524,NA,Vietnam,"Iran, Islamic Rep.",Original,2014,2016,In Force,VNM,Upper middle income,Middle East & North Africa,IRN,Lower middle income,East Asia & Pacific,0.61,0.48,0.72,0.63,0.71,6,YES,6,NO,NO,NO,NO,YES,YES,NO,NO,10,NA,10,10,10,10,10,10,8,YES,YES,YES,NO,YES,NO,NO,NA,VNM - IRN,NA,NA,NA
9525,NA,Mauritius,Malta,Original,2014,2016,Superseded,MUS,High income,Middle East & North Africa,MLT,Upper middle income,Sub-Saharan Africa,0.19,0,0.31,0.25,0.24,12,YES,12,YES,YES,NO,NO,NO,NO,YES,NO,0,NA,0,0,0,0,0,0,0,YES,NO,NO,NO,NO,NO,YES,NA,MUS - MLT,NA,2019,2019
9526,NA,Qatar,Ecuador,Original,2014,2017,In Force,QAT,Upper middle income,Latin America & Caribbean,ECU,High income,Middle East & North Africa,0.48,0.34,0.84,0.25,0.53,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,5,10,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,QAT - ECU,NA,NA,NA
9527,NA,Eswatini,Mauritius,Original,2014,NA,Not In Force,SWZ,Upper middle income,Sub-Saharan Africa,MUS,Lower middle income,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SWZ - MUS,NA,NA,NA
9529,NA,Saudi Arabia,Kyrgyz Republic,Original,2014,2016,In Force,SAU,Lower middle income,Europe & Central Asia,KGZ,High income,Middle East & North Africa,0.23,0.09,0.47,0.13,0.29,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,0,NA,0,0,0,7.5,7.5,7.5,0,NO,NO,YES,NO,NO,NO,NO,NA,SAU - KGZ,NA,NA,NA
9530,NA,United Arab Emirates,Kyrgyz Republic,Original,2014,2016,In Force,ARE,Lower middle income,Europe & Central Asia,KGZ,High income,Middle East & North Africa,0.13,0.06,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA,ARE - KGZ,NA,NA,NA
9533,NA,Saudi Arabia,North Macedonia,Original,2014,2017,In Force,SAU,Upper middle income,Europe & Central Asia,MKD,High income,Middle East & North Africa,0.49,0.25,0.72,0.5,0.59,6,YES,6,NO,NO,YES,NO,NO,YES,YES,NO,5,NA,5,5,5,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA,SAU - MKD,NA,NA,NA
9534,NA,Kuwait,"Egypt, Arab Rep.",Original,2014,2017,In Force,KWT,Lower middle income,Middle East & North Africa,EGY,High income,Middle East & North Africa,0.54,0.38,0.98,0.25,0.59,3,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,KWT - EGY,NA,NA,NA
9539,NA,United Kingdom,Algeria,Original,2015,2017,In Force,GBR,Upper middle income,Middle East & North Africa,DZA,High income,Europe & Central Asia,0.27,0.34,0.22,0.25,0.24,6,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,7,7,10,10,10,0,YES,NO,YES,NO,NO,YES,YES,NA,GBR - DZA,NA,NA,NA
9540,NA,South Africa,Cameroon,Original,2015,2018,In Force,ZAF,Lower middle income,Sub-Saharan Africa,CMR,Upper middle income,Sub-Saharan Africa,0.75,0.53,0.97,0.75,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,NA,ZAF - CMR,NA,NA,NA
9542,NA,United Kingdom,Senegal,Original,2015,2016,In Force,GBR,Lower middle income,Sub-Saharan Africa,SEN,High income,Europe & Central Asia,0.39,0.33,0.47,0.38,0.41,6,NO,6,YES,YES,NO,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,6,0,YES,YES,NO,NO,NO,NO,YES,NA,GBR - SEN,NA,NA,NA
9543,NA,South Africa,Qatar,Original,2015,2016,In Force,ZAF,High income,Middle East & North Africa,QAT,Upper middle income,Sub-Saharan Africa,0.42,0.28,0.47,0.5,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,10,10,10,10,5,5,5,0,YES,NO,YES,YES,YES,NO,NO,NA,ZAF - QAT,NA,NA,NA
9547,NA,Mexico,Guatemala,Original,2015,NA,Not In Force,MEX,Upper middle income,Latin America & Caribbean,GTM,Upper middle income,Latin America & Caribbean,0.7,0.38,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,NO,NO,5,25,15,15,5,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,LOB,MEX - GTM,NA,NA,NA
9548,NA,Portugal,Côte d'Ivoire,Original,2015,2018,In Force,PRT,Lower middle income,Sub-Saharan Africa,CIV,High income,Europe & Central Asia,0.45,0.38,0.59,0.38,0.53,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,5,5,5,5,YES,NO,YES,NO,NO,NO,YES,PPT,PRT - CIV,NA,NA,NA
9550,NA,United Arab Emirates,Comoros,Original,2015,NA,In Force,ARE,Lower middle income,Sub-Saharan Africa,COM,High income,Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARE - COM,NA,NA,NA
9552,NA,Zambia,Ireland,Original,2015,2016,In Force,ZMB,High income,Europe & Central Asia,IRL,Lower middle income,Sub-Saharan Africa,0.31,0.34,0.47,0.13,0.29,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,7.5,NA,7.5,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,YES,NA,ZMB - IRL,NA,NA,NA
9554,NA,United Arab Emirates,Ethiopia,Original,2015,NA,Not In Force,ARE,Low income,Sub-Saharan Africa,ETH,High income,Middle East & North Africa,0.32,0.15,0.58,0.25,0.38,9,YES,6,YES,YES,YES,YES,NO,NO,NO,NO,5,NA,5,5,5,0,5,0,0,YES,NO,YES,NO,NO,NO,NO,NA,ARE - ETH,NA,NA,NA
9555,NA,Turkmenistan,"Korea, Rep.",Original,2015,2017,Superseded,TKM,High income,East Asia & Pacific,KOR,Upper middle income,Europe & Central Asia,0.35,0.38,0.44,0.25,0.29,12,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA,TKM - KOR,NA,2019,2019
9556,NA,Saudi Arabia,Morocco,Original,2015,NA,Not In Force,SAU,Lower middle income,Middle East & North Africa,MAR,High income,Middle East & North Africa,0.59,0.13,0.97,0.67,0.91,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAU - MAR,NA,NA,NA
9557,NA,Pakistan,Ireland,Original,2015,2017,Superseded,PAK,High income,Europe & Central Asia,IRL,Lower middle income,South Asia,0.48,0.47,0.47,0.5,0.53,6,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,10,10,YES,NO,YES,NO,YES,NO,NO,NA,PAK - IRL,NA,2020,2020
9558,NA,Netherlands,Malawi,Original,2015,NA,Not In Force,NLD,Low income,Sub-Saharan Africa,MWI,High income,Europe & Central Asia,0.29,0.28,0.34,0.25,0.29,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,10,5,5,5,0,YES,NO,NO,NO,YES,YES,YES,NA,NLD - MWI,NA,NA,NA
9559,NA,Georgia,Belarus,Original,2015,2016,In Force,GEO,Upper middle income,Europe & Central Asia,BLR,Upper middle income,Europe & Central Asia,0.14,0.22,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA,GEO - BLR,NA,NA,NA
9564,NA,"Iran, Islamic Rep.",Czech Republic,Original,2015,2017,In Force,IRN,High income,Europe & Central Asia,CZE,Upper middle income,Middle East & North Africa,0.34,0.19,0.69,0.13,0.35,12,YES,6,NO,NO,NO,NO,YES,NO,NO,NO,5,NA,5,5,0,8,8,8,0,YES,YES,NO,NO,NO,NO,NO,NA,IRN - CZE,NA,NA,NA
9567,NA,Turkmenistan,Austria,Original,2015,2017,In Force,TKM,High income,Europe & Central Asia,AUT,Upper middle income,Europe & Central Asia,0.18,0.34,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,25,15,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,NA,TKM - AUT,NA,NA,NA
9568,NA,Georgia,Cyprus,Original,2015,2017,Superseded,GEO,High income,Europe & Central Asia,CYP,Upper middle income,Europe & Central Asia,0.07,0,0.2,0,0.09,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,GEO - CYP,NA,2019,2019
9569,NA,Poland,Ethiopia,Original,2015,2018,In Force,POL,Low income,Sub-Saharan Africa,ETH,High income,Europe & Central Asia,0.4,0.5,0.33,0.38,0.38,9,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,10,YES,NO,YES,NO,YES,NO,NO,PPT,POL - ETH,NA,NA,NA
9570,NA,Iceland,Georgia,Original,2015,2016,Superseded,ISL,Upper middle income,Europe & Central Asia,GEO,High income,Europe & Central Asia,0.1,0.22,0.09,0,0.06,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,5,5,5,0,NO,NO,NO,NO,NO,NO,YES,NA,ISL - GEO,NA,2019,2019
9571,NA,Liechtenstein,Georgia,Original,2015,2017,Superseded,LIE,Upper middle income,Europe & Central Asia,GEO,High income,Europe & Central Asia,0.07,0,0.08,0.13,0.09,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,YES,NO,NO,NO,NO,YES,NO,NA,LIE - GEO,NA,2019,2019
9572,NA,Chile,Argentina,Original,2015,2017,In Force,CHL,Upper middle income,Latin America & Caribbean,ARG,High income,Latin America & Caribbean,0.65,0.6,0.84,0.5,0.71,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,10,25,15,15,12,10,15,10,10,YES,YES,YES,NO,YES,NO,YES,LOB-PPT,CHL - ARG,NA,NA,NA
9573,NA,Slovak Republic,Armenia,Original,2015,2018,In Force,SVK,Upper middle income,Europe & Central Asia,ARM,High income,Europe & Central Asia,0.24,0.28,0.33,0.13,0.21,9,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,10,5,5,5,0,YES,NO,NO,NO,NO,NO,YES,PPT,SVK - ARM,NA,NA,NA
9574,NA,"Korea, Rep.",India,Original,2015,2017,Superseded,KOR,Lower middle income,South Asia,IND,High income,East Asia & Pacific,0.55,0.56,0.72,0.38,0.59,6,YES,6,YES,YES,YES,YES,YES,NO,NO,NO,15,NA,15,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PPT,KOR - IND,NA,2019,2019
9577,NA,China,Chile,Original,2015,2017,Superseded,CHN,High income,Latin America & Caribbean,CHL,Upper middle income,East Asia & Pacific,0.47,0.3,0.59,0.5,0.53,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,10,NA,10,10,4,10,10,2,0,YES,YES,YES,NO,YES,NO,NO,LOB-PPT,CHN - CHL,NA,2016,2016
9580,NA,Morocco,Guinea-Bissau,Original,2015,NA,Not In Force,MAR,Low income,Sub-Saharan Africa,GNB,Lower middle income,Middle East & North Africa,0.52,0.34,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA,MAR - GNB,NA,NA,NA
9582,NA,Vietnam,Portugal,Original,2015,2017,In Force,VNM,High income,Europe & Central Asia,PRT,Lower middle income,East Asia & Pacific,0.65,0.47,0.97,0.5,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,5,70,15,10,10,10,10,10,7.5,YES,YES,YES,NO,NO,NO,NO,PPT,VNM - PRT,NA,NA,NA
9583,NA,United Kingdom,Kosovo,Original,2015,2016,In Force,GBR,Upper middle income,Europe & Central Asia,UNK,High income,Europe & Central Asia,0.06,0,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,YES,NO,NO,NO,NO,YES,YES,NA,GBR - UNK,NA,NA,NA
9584,NA,United Arab Emirates,Uganda,Original,2015,NA,Not In Force,ARE,Low income,Sub-Saharan Africa,UGA,High income,Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARE - UGA,NA,NA,NA
9585,NA,Thailand,Singapore,Original,2015,2017,In Force,THA,High income,East Asia & Pacific,SGP,Upper middle income,East Asia & Pacific,0.48,0.38,0.56,0.5,0.47,12,YES,6,YES,YES,YES,NO,YES,NO,NO,YES,10,NA,10,15,10,10,5,8,0,YES,NO,YES,NO,YES,NO,NO,NA,THA - SGP,NA,NA,NA
9587,NA,France,Colombia,Original,2015,NA,Not In Force,FRA,Upper middle income,Latin America & Caribbean,COL,High income,Europe & Central Asia,0.3,0.31,0.34,0.25,0.29,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,20,15,10,0,10,10,10,0,YES,YES,NO,NO,NO,NO,YES,PPT,FRA - COL,NA,NA,NA
9590,NA,Thailand,India,Original,2015,2016,In Force,THA,Lower middle income,South Asia,IND,Upper middle income,East Asia & Pacific,0.66,0.38,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,NO,YES,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,THA - IND,NA,NA,NA
9591,NA,Vietnam,United States,Original,2015,NA,Not In Force,VNM,High income,North America,USA,Lower middle income,East Asia & Pacific,0.4,0.35,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,10,10,10,10,5,0,YES,NO,YES,NO,YES,NO,YES,LOB,VNM - USA,NA,NA,NA
9592,NA,Samoa,New Zealand,Original,2015,2016,In Force,WSM,High income,East Asia & Pacific,NZL,Upper middle income,East Asia & Pacific,0.32,0.38,0.34,0.25,0.29,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,10,10,0,YES,NO,NO,NO,YES,NO,NO,PPT,WSM - NZL,NA,NA,NA
9593,NA,West Bank and Gaza,Ethiopia,Original,2015,NA,Not In Force,PSE,Low income,Sub-Saharan Africa,ETH,Lower middle income,Middle East & North Africa,0.39,0.44,0.34,0.38,0.41,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,NA,10,10,10,5,5,5,10,YES,YES,YES,NO,YES,NO,NO,NA,PSE - ETH,NA,NA,NA
9595,NA,São Tomé and Principe,Portugal,Original,2015,2018,In Force,STP,High income,Europe & Central Asia,PRT,Lower middle income,Sub-Saharan Africa,0.35,0.59,0.22,0.25,0.29,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,25,15,10,10,10,10,10,15,YES,NO,YES,NO,NO,NO,NO,PPT,STP - PRT,NA,NA,NA
9597,NA,Zambia,Netherlands,Original,2015,2019,In Force,ZMB,High income,Europe & Central Asia,NLD,Lower middle income,Sub-Saharan Africa,0.31,0.34,0.47,0.13,0.29,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,5,10,15,10,10,7.5,7.5,7.5,0,NO,NO,NO,NO,NO,YES,YES,NA,ZMB - NLD,NA,NA,NA
9598,NA,Guinea-Bissau,Cabo Verde,Original,2015,NA,Not In Force,GNB,Lower middle income,Sub-Saharan Africa,CPV,Low income,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GNB - CPV,NA,NA,NA
9599,NA,Netherlands,Kenya,Original,2015,NA,Not In Force,NLD,Lower middle income,Sub-Saharan Africa,KEN,High income,Europe & Central Asia,0.26,0.31,0.2,0.25,0.21,9,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,0,10,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,YES,YES,NA,NLD - KEN,NA,NA,NA
9600,NA,United Arab Emirates,"Gambia, The",Original,2015,NA,Not In Force,ARE,Low income,Sub-Saharan Africa,GMB,High income,Middle East & North Africa,0.41,0.25,0.72,0.25,0.47,6,YES,9,YES,YES,YES,YES,YES,NO,YES,NO,0,NA,0,0,0,NO LIMIT,NO LIMIT,NO LIMIT,0,NO,NO,YES,NO,NO,NO,NO,NA,ARE - GMB,NA,NA,NA
9603,NA,"Iran, Islamic Rep.",Cyprus,Original,2015,2018,In Force,IRN,High income,Europe & Central Asia,CYP,Upper middle income,Middle East & North Africa,0.35,0.23,0.56,0.25,0.35,12,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,5,25,10,5,5,6,6,6,0,YES,NO,YES,NO,NO,NO,NO,NA,IRN - CYP,NA,NA,NA
9604,NA,Zimbabwe,South Africa,Original,2015,2017,In Force,ZWE,Upper middle income,Sub-Saharan Africa,ZAF,Lower middle income,Sub-Saharan Africa,0.35,0.34,0.47,0.25,0.41,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,25,10,5,5,10,10,10,5,NO,NO,YES,NO,YES,NO,YES,NA,ZWE - ZAF,NA,NA,NA
9607,NA,San Marino,Azerbaijan,Original,2015,2017,In Force,SMR,Upper middle income,Europe & Central Asia,AZE,High income,Europe & Central Asia,0.5,0.3,0.94,0.25,0.53,12,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,5,25,10,10,10,5,10,5,0,YES,NO,YES,NO,NO,YES,NO,PPT,SMR - AZE,NA,NA,NA
9609,NA,Vietnam,Estonia,Original,2015,2017,In Force,VNM,High income,Europe & Central Asia,EST,Lower middle income,East Asia & Pacific,0.64,0.44,0.84,0.63,0.76,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,5,70,10,10,10,10,10,10,7.5,YES,NO,YES,NO,YES,NO,YES,NA,VNM - EST,NA,NA,NA
9614,NA,Morocco,Albania,Original,2015,NA,Not In Force,MAR,Upper middle income,Europe & Central Asia,ALB,Lower middle income,Middle East & North Africa,0.74,0.5,0.97,0.75,0.88,6,YES,1,NO,NO,YES,YES,YES,YES,YES,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,YES,NO,NO,YES,NA,MAR - ALB,NA,NA,NA
9615,NA,Sri Lanka,Poland,Original,2015,2020,In Force,LKA,High income,Europe & Central Asia,POL,Upper middle income,South Asia,0.7,0.5,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,NO,NO,YES,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,PPT,LKA - POL,NA,NA,NA
9617,NA,United Arab Emirates,Mauritania,Original,2015,NA,Not In Force,ARE,Lower middle income,Sub-Saharan Africa,MRT,High income,Middle East & North Africa,0.23,0,0.56,0.13,0.29,12,YES,12,YES,YES,YES,YES,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NA,ARE - MRT,NA,NA,NA
9618,NA,United Arab Emirates,Senegal,Original,2015,2015,In Force,ARE,Lower middle income,Sub-Saharan Africa,SEN,High income,Middle East & North Africa,0.59,0.19,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,NA,5,5,5,5,5,5,0,YES,YES,YES,NO,NO,NO,NO,NA,ARE - SEN,NA,NA,NA
9620,NA,United Arab Emirates,North Macedonia,Original,2015,2018,In Force,ARE,Upper middle income,Europe & Central Asia,MKD,High income,Middle East & North Africa,0.18,0.19,0.09,0.25,0.18,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,5,5,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA,ARE - MKD,NA,NA,NA
9622,NA,Mexico,Argentina,Original,2015,2018,In Force,MEX,Upper middle income,Latin America & Caribbean,ARG,Upper middle income,Latin America & Caribbean,0.68,0.58,0.97,0.5,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,25,15,12,12,10,15,10,10,YES,YES,YES,NO,YES,NO,NO,LOB-PPT,MEX - ARG,NA,NA,NA
9623,NA,"Venezuela, RB",Saudi Arabia,Original,2015,2017,In Force,VEN,High income,Middle East & North Africa,SAU,Upper middle income,Latin America & Caribbean,0.52,0.23,0.84,0.5,0.65,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,5,NA,5,5,5,8,8,8,0,YES,YES,YES,NO,NO,NO,NO,OTHER,VEN - SAU,NA,NA,NA
9625,NA,Turkey,Senegal,Original,2015,NA,Not In Force,TUR,Lower middle income,Sub-Saharan Africa,SEN,Upper middle income,Europe & Central Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TUR - SEN,NA,NA,NA
9626,NA,Philippines,Mexico,Original,2015,2019,In Force,PHL,Upper middle income,Latin America & Caribbean,MEX,Lower middle income,East Asia & Pacific,0.77,0.47,0.84,1,0.88,6,YES,6,NO,NO,YES,YES,NO,YES,YES,YES,5,70,15,12.5,12.5,15,15,15,0,YES,YES,YES,YES,YES,NO,YES,NA,PHL - MEX,NA,NA,NA
9627,NA,Malta,Curaçao,Original,2015,NA,Not In Force,MLT,High income,Latin America & Caribbean,CUW,High income,Middle East & North Africa,0.11,0.03,0.19,0.13,0.12,12,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,0,10,5,0,0,0,0,0,0,YES,NO,NO,NO,NO,YES,YES,NA,MLT - CUW,NA,NA,NA
9629,NA,South Africa,Singapore,Original,2015,2016,In Force,ZAF,High income,East Asia & Pacific,SGP,Upper middle income,Sub-Saharan Africa,0.31,0.25,0.31,0.38,0.29,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,7.5,7.5,5,5,5,0,YES,NO,YES,NO,YES,NO,NO,NA,ZAF - SGP,NA,NA,NA
9630,NA,United Arab Emirates,South Africa,Original,2015,2017,In Force,ARE,Upper middle income,Sub-Saharan Africa,ZAF,High income,Middle East & North Africa,0.26,0.34,0.31,0.13,0.18,12,YES,9,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,ARE - ZAF,NA,NA,NA
9631,NA,Morocco,Mauritius,Original,2015,NA,Not In Force,MAR,Upper middle income,Sub-Saharan Africa,MUS,Lower middle income,Middle East & North Africa,0.53,0.36,0.72,0.5,0.59,6,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,8,25,10,10,10,10,10,10,0,YES,NO,YES,YES,NO,NO,YES,NA,MAR - MUS,NA,NA,NA
9633,NA,"Iran, Islamic Rep.",Hungary,Original,2015,2017,In Force,IRN,High income,Europe & Central Asia,HUN,Upper middle income,Middle East & North Africa,0.28,0.09,0.59,0.14,0.38,6,YES,NO,NO,NO,NO,NO,YES,NO,NA,NO,0,NA,0,5,0,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,PPT,IRN - HUN,NA,NA,NA
