response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
yes,"The Tax Agency has a comprehensive education for tax auditors. In addition, TP and PE issues are managed together in a common activity in which there are working meetings, workshops etc. that conveys knowledge on substantive issues.",-,8,SWE,2020-10-28,2020,training_officials,,bp,[B.P.4],preventing_disputes,21.4,89,1
yes,There is information on the Tax Agency’s homepage.,"See for instance: 
http://www.skatteverket.se/for
etagorganisationer/skatter/inte
rnationellt/internprissattning.4.
3dfca4f410f4fc63c8680005982.
html?q=transfer+pricing 
and 
http://www.skatteverket.se/pri
vat/skatter/arbeteinkomst/inter
nationellainkomster/dubbelbes
kattningavrakning/undanrojand
eavdubbelbeskattning.4.69ef36
8911e1304a625800011554.htm
l",9,SWE,2020-10-28,2020,other_info_available,,NA,NA,preventing_disputes,21.4,89,NA
yes,-,-,10,SWE,2020-10-28,2020,access_tp,,min_std,[B.3],availability_access,21.4,89,1
yes,-,-,11,SWE,2020-10-28,2020,access_anti_abuse_treaty,,NA,NA,availability_access,21.4,89,1
yes,-,-,12,SWE,2020-10-28,2020,access_anti_abuse_domestic,,NA,NA,availability_access,21.4,89,1
n/a,"Audit settlement is not possible in Sweden, however according to our opinion these cases are covered within the scope of MAP.",-,13,SWE,2020-10-28,2020,access_audit_settlement,,min_std_mod,[B.5],availability_access,21.4,89,1
yes,-,-,14,SWE,2020-10-28,2020,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,21.4,89,1
no,-,-,15,SWE,2020-10-28,2020,access_other,,NA,NA,availability_access,21.4,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",16,SWE,2020-10-28,2020,access_domestic_remedies,,NA,NA,availability_access,21.4,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",17,SWE,2020-10-28,2020,access_domestic_decision,,NA,NA,availability_access,21.4,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",18,SWE,2020-10-28,2020,access_info_public,,min_std,[B.6],availability_access,21.4,89,1
no,"Some treaties contain timelines, but there are no internal rules.",-,19,SWE,2020-10-28,2020,access_timeline,,NA,NA,availability_access,21.4,89,1
no,There is no special guidance on multilateral MAP.,-,20,SWE,2020-10-28,2020,guidance_multilateral_map,,bp,[B.P.7],availability_access,21.4,89,0
yes,The taxpayer has to apply for it.,-,21,SWE,2020-10-28,2020,tax_collection_suspended,,bp_mod,NA,availability_access,21.4,89,1
no,-,-,22,SWE,2020-10-28,2020,access_fees,,NA,NA,availability_access,21.4,89,1
no,-,-,23,SWE,2020-10-28,2020,access_other_info,,NA,NA,availability_access,21.4,89,NA
no,"No internal timeframes, but those presented in BEPS Action 14.",-,24,SWE,2020-10-28,2020,resolution_timeframes,,min_std,NA,resolution,21.4,89,0
yes,Through OECD and JTPF.,-,25,SWE,2020-10-28,2020,map_statistics,,NA,NA,resolution,21.4,89,1
yes,It is not dealt with in the MAP agreement but when implementing the agreement.,-,26,SWE,2020-10-28,2020,interest_penalties,,NA,NA,resolution,21.4,89,1
no,-,-,27,SWE,2020-10-28,2020,roles_public,,NA,NA,resolution,21.4,89,0
yes,"Only in a few treaties, but Sweden is willing to include MAP arbitration in its treaties.",-,28,SWE,2020-10-28,2020,arbitration_any_treaty,,NA,NA,resolution,21.4,89,1
n/a,-,-,29,SWE,2020-10-28,2020,arbitration_constitutional_limit,,NA,NA,resolution,21.4,89,0
n/a,-,-,30,SWE,2020-10-28,2020,arbitration_treaty_policy,,NA,NA,resolution,21.4,89,0
yes,The relationship between MAP and domestic remedies is implicit in what is said in the Tax Agency's website.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",31,SWE,2020-10-28,2020,domestic_remedies_info,,bp,[B.P.10],resolution,21.4,89,1
yes,It is implicit in the Tax Agency's website that the CA is not legally bound to follow domestic court decision in the MAP and may deviate from a domestic court decision.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",32,SWE,2020-10-28,2020,domestic_remedies_binding_info,,NA,NA,resolution,21.4,89,1
yes,-,-,33,SWE,2020-10-28,2020,multi_year_resolution,,bp,[B.P.9],resolution,21.4,89,1
yes,"Sweden is in favour of including Article 9.2 in its treaties, when possible.",-,34,SWE,2020-10-28,2020,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,21.4,89,1
no,-,-,35,SWE,2020-10-28,2020,resolution_other_info,,NA,NA,resolution,21.4,89,NA
n/a,-,-,36,SWE,2020-10-28,2020,additional_tax_timeframe_info,,NA,NA,implementation,21.4,89,0
no,-,-,37,SWE,2020-10-28,2020,refund_timeframe_info,,NA,NA,implementation,21.4,89,0
yes,-,-,38,SWE,2020-10-28,2020,implementation_notwithstanding_time,,min_std_mod,NA,implementation,21.4,89,1
no,-,-,39,SWE,2020-10-28,2020,implementation_other_info,,NA,NA,implementation,21.4,89,NA
yes,Such agreements are implemented by law and thus published.,"http://www4.skatteverket.se/ra
ttsligvagledning/15311.html",1,SWE,2022-06-21,2022,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,20.6,89,1
yes,There is a special APA law.,"http://www4.skatteverket.se/ra
ttsligvagledning/321837.html",2,SWE,2022-06-21,2022,bil_apa_available,,bp,[B.P.1],preventing_disputes,20.6,89,1
yes,Can be done as a part of the APA or as a separate MAP.,-,3,SWE,2022-06-21,2022,bil_apa_roll_back,,NA,NA,preventing_disputes,20.6,89,1
no,As an APA request shall relate to future transactions it could be said that there is a timeline.,-,4,SWE,2022-06-21,2022,bil_apa_timeline,,NA,NA,preventing_disputes,20.6,89,1
yes,There are such rules in a regulation.,"http://www4.skatteverket.se/ra
ttsligvagledning/edition/2016.5
/339233.html?q=priss%C3%A4tt
ningsbesked  
and 
http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",5,SWE,2022-06-21,2022,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,20.6,89,1
yes,"New application 150 000 SEK per country, renewal with no changes 100 000 SEK per country and renewal with changes 125 000 SEK per country.","http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",6,SWE,2022-06-21,2022,bil_apa_fees,,NA,NA,preventing_disputes,20.6,89,0
yes,-,"See page 88 para. 13.7 in 
http://www.skatteverket.se/do
wnload/18.3810a01c150939e89
3f2ae97/1455890256090/arsre
dovisning-skatteverket-2015-
skv165-utgava24.pdf",7,SWE,2022-06-21,2022,bil_apa_statistics,,NA,NA,preventing_disputes,20.6,89,1
yes,"The Tax Agency has a comprehensive education for tax auditors. In addition, TP and PE issues are managed together in a common activity in which there are working meetings, workshops etc. that conveys knowledge on substantive issues.",-,8,SWE,2022-06-21,2022,training_officials,,bp,[B.P.4],preventing_disputes,20.6,89,1
yes,There is information on the Tax Agency’s homepage.,"See for instance: 
http://www.skatteverket.se/for
etagorganisationer/skatter/inte
rnationellt/internprissattning.4.
3dfca4f410f4fc63c8680005982.
html?q=transfer+pricing 
and 
http://www.skatteverket.se/pri
vat/skatter/arbeteinkomst/inter
nationellainkomster/dubbelbes
kattningavrakning/undanrojand
eavdubbelbeskattning.4.69ef36
8911e1304a625800011554.htm
l",9,SWE,2022-06-21,2022,other_info_available,,NA,NA,preventing_disputes,20.6,89,NA
yes,-,-,10,SWE,2022-06-21,2022,access_tp,,min_std,[B.3],availability_access,20.6,89,1
yes,-,-,11,SWE,2022-06-21,2022,access_anti_abuse_treaty,,NA,NA,availability_access,20.6,89,1
yes,-,-,12,SWE,2022-06-21,2022,access_anti_abuse_domestic,,NA,NA,availability_access,20.6,89,1
n/a,"Audit settlement is not possible in Sweden, however according to our opinion these cases are covered within the scope of MAP.",-,13,SWE,2022-06-21,2022,access_audit_settlement,,min_std_mod,[B.5],availability_access,20.6,89,1
yes,-,-,14,SWE,2022-06-21,2022,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,20.6,89,1
no,-,-,15,SWE,2022-06-21,2022,access_other,,NA,NA,availability_access,20.6,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",16,SWE,2022-06-21,2022,access_domestic_remedies,,NA,NA,availability_access,20.6,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",17,SWE,2022-06-21,2022,access_domestic_decision,,NA,NA,availability_access,20.6,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",18,SWE,2022-06-21,2022,access_info_public,,min_std,[B.6],availability_access,20.6,89,1
no,"Some treaties contain timelines, but there are no internal rules.",-,19,SWE,2022-06-21,2022,access_timeline,,NA,NA,availability_access,20.6,89,1
no,There is no special guidance on multilateral MAP.,-,20,SWE,2022-06-21,2022,guidance_multilateral_map,,bp,[B.P.7],availability_access,20.6,89,0
yes,The taxpayer has to apply for it.,-,21,SWE,2022-06-21,2022,tax_collection_suspended,,bp_mod,NA,availability_access,20.6,89,1
no,-,-,22,SWE,2022-06-21,2022,access_fees,,NA,NA,availability_access,20.6,89,1
no,-,-,23,SWE,2022-06-21,2022,access_other_info,,NA,NA,availability_access,20.6,89,NA
no,"No internal timeframes, but those presented in BEPS Action 14.",-,24,SWE,2022-06-21,2022,resolution_timeframes,,min_std,NA,resolution,20.6,89,0
yes,Through OECD and JTPF.,-,25,SWE,2022-06-21,2022,map_statistics,,NA,NA,resolution,20.6,89,1
yes,It is not dealt with in the MAP agreement but when implementing the agreement.,-,26,SWE,2022-06-21,2022,interest_penalties,,NA,NA,resolution,20.6,89,1
no,-,-,27,SWE,2022-06-21,2022,roles_public,,NA,NA,resolution,20.6,89,0
yes,"Only in a few treaties, but Sweden is willing to include MAP arbitration in its treaties.",-,28,SWE,2022-06-21,2022,arbitration_any_treaty,,NA,NA,resolution,20.6,89,1
n/a,-,-,29,SWE,2022-06-21,2022,arbitration_constitutional_limit,,NA,NA,resolution,20.6,89,0
n/a,-,-,30,SWE,2022-06-21,2022,arbitration_treaty_policy,,NA,NA,resolution,20.6,89,0
yes,The relationship between MAP and domestic remedies is implicit in what is said in the Tax Agency's website.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",31,SWE,2022-06-21,2022,domestic_remedies_info,,bp,[B.P.10],resolution,20.6,89,1
yes,It is implicit in the Tax Agency's website that the CA is not legally bound to follow domestic court decision in the MAP and may deviate from a domestic court decision.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",32,SWE,2022-06-21,2022,domestic_remedies_binding_info,,NA,NA,resolution,20.6,89,1
yes,-,-,33,SWE,2022-06-21,2022,multi_year_resolution,,bp,[B.P.9],resolution,20.6,89,1
yes,"Sweden is in favour of including Article 9.2 in its treaties, when possible.",-,34,SWE,2022-06-21,2022,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,20.6,89,1
no,-,-,35,SWE,2022-06-21,2022,resolution_other_info,,NA,NA,resolution,20.6,89,NA
n/a,-,-,36,SWE,2022-06-21,2022,additional_tax_timeframe_info,,NA,NA,implementation,20.6,89,0
no,-,-,37,SWE,2022-06-21,2022,refund_timeframe_info,,NA,NA,implementation,20.6,89,0
yes,-,-,38,SWE,2022-06-21,2022,implementation_notwithstanding_time,,min_std_mod,NA,implementation,20.6,89,1
no,-,-,39,SWE,2022-06-21,2022,implementation_other_info,,NA,NA,implementation,20.6,89,NA
yes,-,"The competent authority agreements are published in 
the original language on the following webpage: 
German: 
https://www.estv.admin.ch/estv/de/home/internation
ales-steuerrecht/themen/laender.html 
French: 
https://www.estv.admin.ch/estv/fr/home/international
es-steuerrecht/themen/laender.html",1,CHE,2016-09-07,2016,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,21.149,120,1
yes,-,-,2,CHE,2016-09-07,2016,bil_apa_available,,bp,[B.P.1],preventing_disputes,21.149,120,1
yes,-,-,3,CHE,2016-09-07,2016,bil_apa_roll_back,,NA,NA,preventing_disputes,21.149,120,1
no,-,-,4,CHE,2016-09-07,2016,bil_apa_timeline,,NA,NA,preventing_disputes,21.149,120,1
yes,-,"https://www.sif.admin.ch/sif/en/home/themen/interna
tionale-steuerpolitik/doppelbesteuerung-und-
amtshilfe/dba-verstaendigungsverfahren.html (in 
English)",5,CHE,2016-09-07,2016,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,21.149,120,1
no,-,-,6,CHE,2016-09-07,2016,bil_apa_fees,,NA,NA,preventing_disputes,21.149,120,1
no,-,-,7,CHE,2016-09-07,2016,bil_apa_statistics,,NA,NA,preventing_disputes,21.149,120,0
yes,Tax officials involved in the auditing/ examination of taxpayers are generally trained to be tax experts. Transfer pricing principles are part of the courses that are taught.,-,8,CHE,2016-09-07,2016,training_officials,,bp,[B.P.4],preventing_disputes,21.149,120,1
no,-,-,9,CHE,2016-09-07,2016,other_info_available,,NA,NA,preventing_disputes,21.149,120,NA
yes,-,-,10,CHE,2016-09-07,2016,access_tp,,min_std,[B.3],availability_access,21.149,120,1
yes,-,-,11,CHE,2016-09-07,2016,access_anti_abuse_treaty,,NA,NA,availability_access,21.149,120,1
yes,"Yes, provided such provision impacts the application of a treaty in the specific case.",-,12,CHE,2016-09-07,2016,access_anti_abuse_domestic,,NA,NA,availability_access,21.149,120,1
yes,-,-,13,CHE,2016-09-07,2016,access_audit_settlement,,min_std_mod,[B.5],availability_access,21.149,120,1
yes,-,-,14,CHE,2016-09-07,2016,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,21.149,120,1
no,-,-,15,CHE,2016-09-07,2016,access_other,,NA,NA,availability_access,21.149,120,1
yes,-,-,16,CHE,2016-09-07,2016,access_domestic_remedies,,NA,NA,availability_access,21.149,120,1
yes,-,-,17,CHE,2016-09-07,2016,access_domestic_decision,,NA,NA,availability_access,21.149,120,1
yes,-,"https://www.sif.admin.ch/sif/en/home/themen/interna
tionale-steuerpolitik/doppelbesteuerung-und-
amtshilfe/dba-verstaendigungsverfahren.html (in 
English)",18,CHE,2016-09-07,2016,access_info_public,,min_std,[B.6],availability_access,21.149,120,1
detailed_explanation,"According to the OECD Model Tax Convention on Income and on Capital of 2014, the taxpayer has to request the initiation of a mutual agreement procedure within three years from the first notification of the action resulting in double taxation. Most of Switzerland's double taxation agreements contain this time limit of three years. However, some of them do not specify a deadline or contain a different time limit. In such cases, it is also in the taxpayer's interests to request the initiation of a mutual agreement procedure as quickly as possible.",-,19,CHE,2016-09-07,2016,access_timeline,,NA,NA,availability_access,21.149,120,0
no,-,-,20,CHE,2016-09-07,2016,guidance_multilateral_map,,bp,[B.P.7],availability_access,21.149,120,0
yes,Rules for suspension of domestic law apply.,-,21,CHE,2016-09-07,2016,tax_collection_suspended,,bp_mod,NA,availability_access,21.149,120,1
no,-,-,22,CHE,2016-09-07,2016,access_fees,,NA,NA,availability_access,21.149,120,1
no,-,-,23,CHE,2016-09-07,2016,access_other_info,,NA,NA,availability_access,21.149,120,NA
no,-,-,24,CHE,2016-09-07,2016,resolution_timeframes,,min_std,NA,resolution,21.149,120,0
no,"Yes, statistics relating to the time taken to resolve MAP cases as of 1st January 2016 will be available starting early 2017.",-,25,CHE,2016-09-07,2016,map_statistics,,NA,NA,resolution,21.149,120,0
