part,name,text,iso3c,phase
Part C,Appropriate use,None.,ITA,2022
Part A,Domestic legal and administrative framework,It is recommended that Jamaica take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,JAM,2022
Part B,Exchange of information framework,"It is recommended that Jamaica take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Jamaica has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Jamaica take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",JAM,2022
Part C,Appropriate use,It is recommended that Jamaica take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,JAM,2022
Part A,Domestic legal and administrative framework,None.,JPN,2022
Part B,Exchange of information framework,None.,JPN,2022
Part C,Appropriate use,None.,JPN,2022
Part A,Domestic legal and administrative framework,None.,JEY,2022
Part B,Exchange of information framework,None.,JEY,2022
Part C,Appropriate use,None.,JEY,2022
Part A,Domestic legal and administrative framework,"It is recommended that Jordan take steps to amend legislation or otherwise ensure that the filing deadline is not more than 12 months from the end of the reporting fiscal year. It is recommended that Jordan amend legislation or otherwise ensure that requirements on the sources of data that can be used in completing the CbC report template are in line with the standard. It is recommended that Jordan take steps to amend legislation or otherwise ensure that the form and content required in the CbC Report is in line with the standard. It is recommended that Jordan introduce or complete the definitions of a “ “Group”, “MNE Group”, “Ultimate Parent Entity”, ”Constituent Entity”, “Consolidated Financial Statements”, “Fiscal Year”, “Reporting Fiscal Year”, “Reporting Entity”, “Qualifying Competent Authority Agreement”, “Surrogate Parent Entity”, “Systemic Failure” and “International Agreement” in a manner that is consistent with the terms of reference. It is recommended that Jordan take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard. It is recommended that Jordan implement a provision whereby a single Constituent Entity of the same MNE Group may be designated to file the CbC report which would satisfy the local filing requirement of all the Constituent Entities in Jordan. It is recommended that Jordan clarify the circumstances in which surrogate entity filing is permitted. It is recommended that Jordan clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Jordan.",JOR,2022
